node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
30,97.0,17.0,0.0,1.0
40,43.0,20.0,0.0,3.0
80,74.0,40.0,0.0,3.0
85,99.0,46.0,0.0,1.0
101,90.0,55.0,0.0,1.0
134,99.0,77.0,0.0,1.0
147,99.0,87.0,0.0,1.0
168,81.0,96.0,0.0,3.0
184,16.0,7.0,1.0,3.0
191,70.0,8.0,1.0,3.0
205,61.0,13.0,1.0,5.0
215,78.0,16.0,1.0,3.0
218,89.0,16.0,1.0,3.0
228,16.0,21.0,1.0,3.0
243,97.0,27.0,1.0,3.0
244,41.0,28.0,1.0,3.0
271,30.0,48.0,1.0,3.0
275,16.0,50.0,1.0,3.0
293,47.0,56.0,1.0,3.0
296,32.0,59.0,1.0,3.0
302,9.0,63.0,1.0,3.0
307,75.0,64.0,1.0,1.0
326,80.0,75.0,1.0,3.0
328,39.0,77.0,1.0,3.0
343,72.0,84.0,1.0,1.0
346,6.0,87.0,1.0,4.0
354,39.0,90.0,1.0,3.0
361,62.0,93.0,1.0,1.0
377,59.0,3.0,2.0,1.0
395,53.0,9.0,2.0,3.0
398,38.0,10.0,2.0,3.0
414,62.0,13.0,2.0,6.0
416,61.0,14.0,2.0,8.0
449,57.0,27.0,2.0,3.0
461,49.0,34.0,2.0,1.0
473,39.0,36.0,2.0,3.0
491,7.0,53.0,2.0,1.0
508,42.0,58.0,2.0,3.0
525,97.0,63.0,2.0,1.0
539,65.0,71.0,2.0,3.0
568,52.0,89.0,2.0,4.0
573,73.0,92.0,2.0,3.0
584,95.0,96.0,2.0,1.0
622,59.0,12.0,3.0,8.0
623,62.0,12.0,3.0,7.0
624,91.0,12.0,3.0,3.0
625,59.0,13.0,3.0,8.0
628,60.0,14.0,3.0,7.0
686,91.0,37.0,3.0,7.0
688,93.0,37.0,3.0,7.0
693,90.0,38.0,3.0,8.0
694,91.0,38.0,3.0,8.0
738,84.0,49.0,3.0,3.0
742,66.0,52.0,3.0,3.0
755,76.0,56.0,3.0,3.0
821,97.0,2.0,4.0,1.0
855,7.0,17.0,4.0,3.0
888,93.0,36.0,4.0,7.0
894,89.0,37.0,4.0,7.0
921,91.0,41.0,4.0,8.0
934,56.0,44.0,4.0,3.0
979,19.0,67.0,4.0,3.0
1006,92.0,85.0,4.0,3.0
1066,65.0,8.0,5.0,3.0
1124,92.0,36.0,5.0,8.0
1149,2.0,43.0,5.0,3.0
1361,93.0,39.0,6.0,8.0
2254,75.0,3.0,10.0,3.0
2261,90.0,3.0,10.0,6.0
2495,86.0,1.0,11.0,8.0
2496,87.0,1.0,11.0,8.0
2497,88.0,1.0,11.0,8.0
2505,26.0,3.0,11.0,1.0
2515,86.0,4.0,11.0,8.0
2517,90.0,4.0,11.0,7.0
2523,89.0,5.0,11.0,8.0
2651,34.0,63.0,11.0,3.0
2738,84.0,3.0,12.0,7.0
2740,85.0,4.0,12.0,8.0
2754,89.0,6.0,12.0,6.0
2775,76.0,14.0,12.0,3.0
2863,84.0,44.0,12.0,3.0
2985,96.0,2.0,13.0,1.0
2998,85.0,6.0,13.0,8.0
2999,86.0,6.0,13.0,9.0
3243,88.0,4.0,14.0,7.0
3317,64.0,36.0,14.0,3.0
3431,83.0,74.0,14.0,3.0
3487,86.0,2.0,15.0,7.0
3494,85.0,3.0,15.0,7.0
3784,18.0,27.0,16.0,3.0
3797,7.0,31.0,16.0,4.0
3986,90.0,2.0,17.0,7.0
4248,98.0,97.0,17.0,1.0
4275,90.0,4.0,18.0,7.0
4284,93.0,6.0,18.0,3.0
4469,65.0,68.0,18.0,3.0
4578,92.0,3.0,19.0,7.0
4588,86.0,5.0,19.0,7.0
5407,89.0,3.0,22.0,9.0
5898,23.0,93.0,23.0,3.0
7411,31.0,6.0,30.0,3.0
7523,58.0,44.0,30.0,3.0
8036,84.0,30.0,32.0,4.0
8148,12.0,71.0,32.0,3.0
8377,93.0,51.0,33.0,3.0
8511,71.0,1.0,34.0,1.0
8808,60.0,6.0,35.0,3.0
10089,78.0,97.0,39.0,3.0
10389,84.0,96.0,40.0,3.0
10860,68.0,68.0,42.0,3.0
11418,90.0,71.0,44.0,3.0
11874,0.0,36.0,46.0,1.0
12216,81.0,54.0,47.0,3.0
12261,93.0,67.0,47.0,3.0
12555,83.0,86.0,48.0,3.0
12729,71.0,47.0,49.0,3.0
12885,27.0,98.0,49.0,1.0
13274,57.0,47.0,51.0,3.0
13757,3.0,30.0,53.0,1.0
13849,57.0,68.0,53.0,3.0
13904,62.0,87.0,53.0,1.0
14318,71.0,36.0,55.0,3.0
14561,60.0,23.0,56.0,1.0
14726,47.0,81.0,56.0,4.0
14895,59.0,39.0,57.0,3.0
15329,18.0,1.0,59.0,3.0
15630,19.0,12.0,60.0,3.0
16177,86.0,8.0,62.0,3.0
16291,1.0,43.0,62.0,1.0
16451,33.0,9.0,63.0,3.0
16532,40.0,40.0,63.0,3.0
17276,83.0,25.0,66.0,3.0
17294,77.0,32.0,66.0,1.0
17981,71.0,84.0,68.0,3.0
18832,74.0,20.0,72.0,1.0
19114,61.0,26.0,73.0,3.0
19304,13.0,94.0,73.0,1.0
20045,39.0,70.0,76.0,3.0
20195,63.0,37.0,77.0,4.0
20324,71.0,77.0,77.0,3.0
20468,2.0,40.0,78.0,1.0
20550,16.0,66.0,78.0,3.0
20751,73.0,31.0,79.0,1.0
21174,1.0,85.0,80.0,1.0
21760,0.0,12.0,83.0,1.0
21853,1.0,52.0,83.0,1.0
22051,98.0,35.0,84.0,1.0
22494,0.0,10.0,86.0,1.0
22998,49.0,19.0,88.0,3.0
23356,52.0,78.0,89.0,3.0
23397,13.0,93.0,89.0,3.0
23490,98.0,28.0,90.0,1.0
23870,50.0,85.0,91.0,3.0
23989,91.0,32.0,92.0,3.0
24437,56.0,18.0,94.0,4.0
24830,96.0,75.0,95.0,1.0
24862,56.0,90.0,95.0,3.0
24995,44.0,48.0,96.0,3.0
634,47.0,16.0,3.0,3.0
476,67.0,40.0,2.0,3.0
1168,73.0,51.0,5.0,3.0
542,95.0,73.0,2.0,3.0
2009,89.0,98.0,8.0,3.0
373,20.0,2.0,2.0,3.0
199,20.0,10.0,1.0,3.0
609,12.0,9.0,3.0,3.0
393,74.0,8.0,2.0,3.0
419,62.0,15.0,2.0,5.0
600,69.0,6.0,3.0,3.0
1531,26.0,11.0,7.0,3.0
408,61.0,12.0,2.0,8.0
655,71.0,21.0,3.0,4.0
856,83.0,17.0,4.0,3.0
847,92.0,13.0,4.0,3.0
1306,27.0,16.0,6.0,3.0
455,18.0,30.0,2.0,3.0
1090,14.0,18.0,5.0,3.0
667,91.0,25.0,3.0,3.0
689,95.0,37.0,3.0,4.0
1103,94.0,25.0,5.0,3.0
1321,31.0,22.0,6.0,3.0
438,44.0,24.0,2.0,3.0
676,39.0,35.0,3.0,3.0
284,35.0,53.0,1.0,3.0
289,20.0,55.0,1.0,3.0
1172,12.0,52.0,5.0,3.0
481,38.0,46.0,2.0,3.0
532,47.0,67.0,2.0,3.0
752,35.0,56.0,3.0,3.0
515,28.0,60.0,2.0,3.0
1197,16.0,60.0,5.0,4.0
1663,9.0,70.0,7.0,3.0
560,83.0,81.0,2.0,3.0
1450,45.0,80.0,6.0,3.0
559,35.0,81.0,2.0,3.0
1465,70.0,85.0,6.0,3.0
1451,1.0,81.0,6.0,3.0
347,7.0,87.0,1.0,4.0
1022,1.0,93.0,4.0,3.0
359,12.0,93.0,1.0,3.0
787,14.0,79.0,3.0,3.0
1017,34.0,90.0,4.0,3.0
1035,39.0,96.0,4.0,3.0
810,9.0,96.0,3.0,3.0
1028,63.0,93.0,4.0,4.0
