node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
17,38.0,8.0,0.0,3.0
29,27.0,16.0,0.0,3.0
55,22.0,25.0,0.0,3.0
75,39.0,32.0,0.0,3.0
97,51.0,53.0,0.0,1.0
106,44.0,61.0,0.0,1.0
120,7.0,66.0,0.0,1.0
128,6.0,74.0,0.0,1.0
134,31.0,76.0,0.0,3.0
148,7.0,81.0,0.0,1.0
152,84.0,81.0,0.0,3.0
155,53.0,82.0,0.0,1.0
172,66.0,92.0,0.0,3.0
175,5.0,94.0,0.0,1.0
187,12.0,98.0,0.0,1.0
259,65.0,18.0,1.0,1.0
260,88.0,18.0,1.0,3.0
263,62.0,19.0,1.0,3.0
276,95.0,21.0,1.0,3.0
326,54.0,36.0,1.0,3.0
331,85.0,38.0,1.0,3.0
340,61.0,50.0,1.0,1.0
348,93.0,54.0,1.0,1.0
369,64.0,63.0,1.0,3.0
401,65.0,75.0,1.0,3.0
409,93.0,77.0,1.0,3.0
410,25.0,78.0,1.0,3.0
436,44.0,87.0,1.0,3.0
440,14.0,90.0,1.0,1.0
449,93.0,93.0,1.0,1.0
477,4.0,6.0,2.0,3.0
479,30.0,6.0,2.0,3.0
481,83.0,6.0,2.0,3.0
495,96.0,12.0,2.0,3.0
517,75.0,19.0,2.0,3.0
532,48.0,25.0,2.0,1.0
548,27.0,33.0,2.0,3.0
560,67.0,35.0,2.0,3.0
566,17.0,36.0,2.0,3.0
582,74.0,42.0,2.0,3.0
583,45.0,44.0,2.0,3.0
586,24.0,49.0,2.0,3.0
589,16.0,51.0,2.0,3.0
599,72.0,55.0,2.0,3.0
609,31.0,58.0,2.0,3.0
620,82.0,61.0,2.0,3.0
695,19.0,3.0,3.0,7.0
697,30.0,3.0,3.0,3.0
711,65.0,5.0,3.0,3.0
781,94.0,34.0,3.0,3.0
818,3.0,45.0,3.0,3.0
927,27.0,92.0,3.0,3.0
943,85.0,95.0,3.0,3.0
962,21.0,3.0,4.0,8.0
978,23.0,6.0,4.0,6.0
983,22.0,7.0,4.0,9.0
989,19.0,9.0,4.0,7.0
1142,82.0,70.0,4.0,3.0
1195,19.0,2.0,5.0,8.0
1197,21.0,2.0,5.0,7.0
1210,17.0,4.0,5.0,8.0
1211,23.0,4.0,5.0,7.0
1217,18.0,5.0,5.0,9.0
1329,9.0,46.0,5.0,3.0
1337,90.0,47.0,5.0,3.0
1390,42.0,70.0,5.0,3.0
1397,16.0,72.0,5.0,3.0
1455,19.0,3.0,6.0,8.0
1636,7.0,63.0,6.0,3.0
1764,18.0,8.0,7.0,8.0
2018,79.0,5.0,8.0,3.0
2270,21.0,3.0,9.0,6.0
3294,38.0,24.0,13.0,4.0
3978,44.0,88.0,15.0,3.0
3985,70.0,90.0,15.0,1.0
4427,9.0,63.0,17.0,4.0
4955,97.0,63.0,19.0,3.0
5287,44.0,4.0,21.0,4.0
5506,69.0,98.0,21.0,1.0
6215,72.0,80.0,24.0,3.0
6241,58.0,91.0,24.0,3.0
6290,24.0,17.0,25.0,4.0
6390,11.0,56.0,25.0,3.0
7273,52.0,93.0,28.0,3.0
7411,50.0,43.0,29.0,4.0
7465,98.0,64.0,29.0,1.0
7576,86.0,2.0,30.0,3.0
8570,49.0,10.0,34.0,3.0
8774,58.0,84.0,34.0,4.0
8798,22.0,96.0,34.0,1.0
9110,95.0,3.0,36.0,1.0
9660,73.0,10.0,38.0,3.0
10923,89.0,31.0,43.0,3.0
11053,20.0,87.0,43.0,3.0
11113,59.0,12.0,44.0,1.0
11117,90.0,13.0,44.0,1.0
11316,78.0,1.0,45.0,1.0
11333,72.0,4.0,45.0,7.0
11335,76.0,4.0,45.0,8.0
11340,75.0,5.0,45.0,8.0
11615,72.0,3.0,46.0,9.0
11628,72.0,6.0,46.0,9.0
11759,97.0,55.0,46.0,1.0
11871,72.0,2.0,47.0,6.0
