node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
25,63.0,5.0,0.0,3.0
36,43.0,7.0,0.0,3.0
55,12.0,10.0,0.0,3.0
71,36.0,15.0,0.0,3.0
89,77.0,19.0,0.0,3.0
120,98.0,24.0,0.0,1.0
132,84.0,28.0,0.0,3.0
134,54.0,29.0,0.0,3.0
156,66.0,34.0,0.0,3.0
158,2.0,35.0,0.0,3.0
215,70.0,55.0,0.0,1.0
234,21.0,66.0,0.0,3.0
266,43.0,77.0,0.0,1.0
273,20.0,78.0,0.0,3.0
284,77.0,79.0,0.0,3.0
313,78.0,88.0,0.0,1.0
336,91.0,98.0,0.0,1.0
339,1.0,1.0,1.0,1.0
350,86.0,3.0,1.0,3.0
357,31.0,5.0,1.0,3.0
378,21.0,11.0,1.0,3.0
382,91.0,12.0,1.0,3.0
399,20.0,16.0,1.0,3.0
408,43.0,17.0,1.0,3.0
409,56.0,17.0,1.0,3.0
438,1.0,25.0,1.0,1.0
476,11.0,36.0,1.0,3.0
480,58.0,36.0,1.0,3.0
484,92.0,37.0,1.0,3.0
498,46.0,42.0,1.0,3.0
504,20.0,46.0,1.0,1.0
513,75.0,50.0,1.0,3.0
518,64.0,52.0,1.0,3.0
526,55.0,54.0,1.0,3.0
528,0.0,55.0,1.0,1.0
529,22.0,55.0,1.0,3.0
563,36.0,70.0,1.0,1.0
567,61.0,71.0,1.0,1.0
571,50.0,73.0,1.0,3.0
581,67.0,75.0,1.0,4.0
615,44.0,86.0,1.0,3.0
619,65.0,87.0,1.0,3.0
628,88.0,88.0,1.0,1.0
630,98.0,89.0,1.0,1.0
635,34.0,91.0,1.0,3.0
643,26.0,93.0,1.0,3.0
716,70.0,10.0,2.0,3.0
726,81.0,12.0,2.0,3.0
770,73.0,25.0,2.0,3.0
776,36.0,27.0,2.0,3.0
791,24.0,31.0,2.0,3.0
851,40.0,49.0,2.0,3.0
864,46.0,55.0,2.0,3.0
878,66.0,61.0,2.0,3.0
886,77.0,63.0,2.0,3.0
946,5.0,92.0,2.0,3.0
956,73.0,94.0,2.0,3.0
969,64.0,98.0,2.0,3.0
996,55.0,7.0,3.0,3.0
1043,26.0,23.0,3.0,3.0
1158,98.0,58.0,3.0,3.0
1397,27.0,41.0,4.0,3.0
1461,86.0,58.0,4.0,3.0
1483,84.0,65.0,4.0,3.0
1486,54.0,66.0,4.0,3.0
1487,96.0,66.0,4.0,3.0
1596,38.0,9.0,5.0,4.0
1779,36.0,60.0,5.0,3.0
1803,52.0,64.0,5.0,3.0
2066,12.0,56.0,6.0,3.0
2181,99.0,98.0,6.0,1.0
2597,46.0,29.0,8.0,4.0
3009,10.0,60.0,9.0,5.0
4203,85.0,23.0,13.0,4.0
4930,93.0,29.0,15.0,3.0
5106,1.0,82.0,15.0,1.0
5175,40.0,2.0,16.0,3.0
5420,5.0,73.0,16.0,4.0
5624,77.0,27.0,17.0,3.0
5769,24.0,72.0,17.0,3.0
6245,83.0,11.0,19.0,4.0
6385,15.0,53.0,19.0,3.0
6426,98.0,66.0,19.0,1.0
6783,67.0,61.0,20.0,4.0
6906,68.0,98.0,20.0,1.0
6950,96.0,11.0,21.0,4.0
7468,19.0,69.0,22.0,3.0
8380,42.0,32.0,25.0,3.0
8749,98.0,39.0,26.0,1.0
8836,81.0,64.0,26.0,3.0
9114,67.0,48.0,27.0,3.0
9640,68.0,3.0,29.0,4.0
10005,59.0,12.0,30.0,4.0
12065,59.0,97.0,35.0,3.0
12575,91.0,37.0,37.0,4.0
12849,12.0,15.0,38.0,4.0
13262,41.0,30.0,39.0,3.0
14142,35.0,1.0,42.0,1.0
14246,76.0,25.0,42.0,3.0
14705,76.0,62.0,43.0,4.0
14742,8.0,71.0,43.0,3.0
15083,21.0,66.0,44.0,3.0
15209,1.0,1.0,45.0,1.0
15347,29.0,42.0,45.0,4.0
15899,40.0,1.0,47.0,1.0
16239,23.0,3.0,48.0,3.0
17547,77.0,70.0,51.0,3.0
17598,56.0,89.0,51.0,3.0
18244,82.0,1.0,54.0,3.0
18386,19.0,39.0,54.0,4.0
20377,99.0,31.0,60.0,1.0
21667,11.0,49.0,64.0,4.0
21971,99.0,43.0,65.0,1.0
22053,48.0,71.0,65.0,3.0
22113,43.0,91.0,65.0,3.0
22244,12.0,28.0,66.0,3.0
22466,73.0,2.0,67.0,1.0
23239,29.0,50.0,69.0,4.0
23723,34.0,21.0,71.0,4.0
23938,98.0,96.0,71.0,1.0
24051,58.0,40.0,72.0,3.0
24343,87.0,44.0,73.0,3.0
24584,5.0,20.0,74.0,4.0
24695,95.0,53.0,74.0,3.0
25123,97.0,82.0,75.0,3.0
25269,21.0,31.0,76.0,4.0
25752,30.0,94.0,77.0,3.0
26213,41.0,46.0,79.0,3.0
26283,6.0,71.0,79.0,3.0
26337,17.0,93.0,79.0,3.0
26822,48.0,46.0,81.0,3.0
27018,41.0,17.0,82.0,3.0
27132,30.0,55.0,82.0,3.0
27542,94.0,1.0,84.0,1.0
27931,81.0,41.0,85.0,3.0
28600,1.0,90.0,87.0,1.0
28763,47.0,43.0,88.0,3.0
29417,38.0,79.0,90.0,3.0
29620,7.0,50.0,91.0,4.0
29676,49.0,75.0,91.0,3.0
30395,97.0,20.0,94.0,4.0
30574,25.0,90.0,94.0,3.0
30783,82.0,64.0,95.0,3.0
30814,76.0,72.0,95.0,3.0
30905,13.0,6.0,96.0,3.0
30991,25.0,32.0,96.0,3.0
31111,83.0,74.0,96.0,3.0
31815,99.0,99.0,98.0,1.0
998,67.0,8.0,3.0,4.0
367,61.0,7.0,1.0,3.0
980,45.0,2.0,3.0,3.0
355,13.0,5.0,1.0,4.0
64,14.0,12.0,0.0,3.0
1296,8.0,9.0,4.0,4.0
77,16.0,17.0,0.0,3.0
1004,17.0,11.0,3.0,3.0
391,34.0,14.0,1.0,3.0
1000,39.0,9.0,3.0,3.0
751,11.0,22.0,2.0,4.0
1052,73.0,24.0,3.0,4.0
112,84.0,23.0,0.0,3.0
418,87.0,18.0,1.0,3.0
771,84.0,25.0,2.0,3.0
433,93.0,22.0,1.0,3.0
460,78.0,30.0,1.0,3.0
442,85.0,26.0,1.0,3.0
1084,84.0,32.0,3.0,3.0
451,52.0,29.0,1.0,3.0
1078,61.0,31.0,3.0,3.0
471,69.0,34.0,1.0,3.0
829,62.0,40.0,2.0,3.0
474,1.0,36.0,1.0,3.0
1149,70.0,55.0,3.0,4.0
876,21.0,61.0,2.0,3.0
1490,27.0,68.0,4.0,3.0
913,37.0,78.0,2.0,3.0
579,16.0,75.0,1.0,4.0
611,19.0,86.0,1.0,3.0
912,23.0,78.0,2.0,3.0
908,81.0,74.0,2.0,3.0
606,81.0,82.0,1.0,3.0
1547,76.0,88.0,4.0,4.0
656,90.0,95.0,1.0,3.0
361,4.0,6.0,1.0,3.0
358,85.0,5.0,1.0,3.0
977,84.0,1.0,3.0,3.0
695,13.0,5.0,2.0,4.0
676,26.0,1.0,2.0,3.0
1265,38.0,1.0,4.0,3.0
365,2.0,7.0,1.0,3.0
1594,7.0,8.0,5.0,3.0
395,2.0,15.0,1.0,3.0
732,59.0,14.0,2.0,3.0
2221,24.0,12.0,7.0,3.0
743,86.0,17.0,2.0,3.0
721,92.0,11.0,2.0,3.0
1319,96.0,17.0,4.0,3.0
700,31.0,6.0,2.0,4.0
1317,29.0,17.0,4.0,3.0
423,9.0,21.0,1.0,3.0
737,2.0,16.0,2.0,4.0
1029,28.0,18.0,3.0,3.0
722,20.0,12.0,2.0,3.0
410,18.0,18.0,1.0,3.0
766,46.0,24.0,2.0,3.0
745,39.0,19.0,2.0,3.0
731,58.0,14.0,2.0,4.0
434,55.0,23.0,1.0,3.0
744,18.0,19.0,2.0,3.0
427,92.0,21.0,1.0,3.0
428,10.0,22.0,1.0,5.0
1629,95.0,18.0,5.0,3.0
781,7.0,28.0,2.0,3.0
1334,53.0,23.0,4.0,4.0
1057,2.0,27.0,3.0,4.0
763,92.0,23.0,2.0,3.0
467,46.0,33.0,1.0,3.0
1359,50.0,29.0,4.0,3.0
1097,70.0,36.0,3.0,3.0
1125,1.0,48.0,3.0,3.0
2620,2.0,37.0,8.0,3.0
1113,12.0,42.0,3.0,3.0
809,9.0,35.0,2.0,3.0
804,59.0,34.0,2.0,3.0
828,61.0,39.0,2.0,3.0
1118,94.0,42.0,3.0,3.0
814,93.0,35.0,2.0,3.0
832,85.0,41.0,2.0,3.0
811,44.0,35.0,2.0,3.0
1697,51.0,39.0,5.0,3.0
1412,21.0,44.0,4.0,3.0
844,69.0,46.0,2.0,3.0
535,61.0,56.0,1.0,3.0
1442,64.0,53.0,4.0,3.0
1426,53.0,49.0,4.0,3.0
1781,49.0,60.0,5.0,5.0
1151,57.0,56.0,3.0,3.0
1459,16.0,58.0,4.0,3.0
545,22.0,60.0,1.0,3.0
861,23.0,54.0,2.0,3.0
1469,31.0,61.0,4.0,3.0
1186,36.0,70.0,3.0,3.0
903,60.0,71.0,2.0,3.0
1837,56.0,71.0,5.0,3.0
902,49.0,71.0,2.0,3.0
605,49.0,82.0,1.0,3.0
895,15.0,69.0,2.0,4.0
582,15.0,76.0,1.0,3.0
1209,61.0,81.0,3.0,3.0
915,72.0,79.0,2.0,3.0
593,7.0,79.0,1.0,3.0
2125,14.0,76.0,6.0,3.0
905,6.0,73.0,2.0,3.0
918,6.0,80.0,2.0,3.0
929,54.0,84.0,2.0,3.0
1876,9.0,88.0,5.0,3.0
937,20.0,87.0,2.0,4.0
950,50.0,93.0,2.0,5.0
926,46.0,84.0,2.0,3.0
933,43.0,86.0,2.0,3.0
935,71.0,86.0,2.0,3.0
1229,88.0,87.0,3.0,3.0
1231,98.0,88.0,3.0,3.0
652,31.0,94.0,1.0,3.0
667,25.0,98.0,1.0,1.0
957,31.0,95.0,2.0,4.0
