node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
52,1.0,98.0,0.0,1.0
71,96.0,16.0,1.0,1.0
76,8.0,21.0,1.0,3.0
85,38.0,23.0,1.0,3.0
99,30.0,33.0,1.0,3.0
152,5.0,61.0,1.0,1.0
191,84.0,4.0,2.0,4.0
197,66.0,6.0,2.0,3.0
211,23.0,13.0,2.0,3.0
241,43.0,34.0,2.0,3.0
262,63.0,38.0,2.0,3.0
284,57.0,51.0,2.0,3.0
308,18.0,69.0,2.0,3.0
309,41.0,69.0,2.0,3.0
310,64.0,69.0,2.0,3.0
337,49.0,85.0,2.0,3.0
348,9.0,87.0,2.0,3.0
364,38.0,4.0,3.0,1.0
436,96.0,67.0,3.0,1.0
451,88.0,75.0,3.0,3.0
465,61.0,92.0,3.0,1.0
936,70.0,81.0,8.0,4.0
1208,3.0,7.0,11.0,1.0
1994,15.0,79.0,18.0,3.0
3047,67.0,39.0,28.0,4.0
4468,98.0,98.0,41.0,1.0
758,94.0,15.0,7.0,3.0
1007,4.0,33.0,9.0,4.0
373,48.0,11.0,3.0,3.0
596,33.0,22.0,5.0,3.0
393,19.0,38.0,3.0,3.0
298,4.0,61.0,2.0,3.0
194,84.0,5.0,2.0,4.0
566,69.0,2.0,5.0,3.0
578,57.0,10.0,5.0,3.0
377,73.0,14.0,3.0,3.0
660,16.0,3.0,6.0,3.0
975,28.0,11.0,9.0,3.0
486,18.0,21.0,4.0,3.0
495,43.0,30.0,4.0,3.0
261,37.0,38.0,2.0,3.0
251,59.0,36.0,2.0,3.0
381,57.0,24.0,3.0,3.0
399,37.0,39.0,3.0,4.0
497,67.0,33.0,4.0,3.0
277,72.0,46.0,2.0,3.0
395,61.0,38.0,3.0,3.0
282,71.0,50.0,2.0,3.0
514,68.0,51.0,4.0,3.0
427,53.0,56.0,3.0,3.0
705,30.0,57.0,6.0,4.0
445,15.0,72.0,3.0,3.0
928,24.0,69.0,8.0,3.0
618,32.0,57.0,5.0,3.0
328,37.0,77.0,2.0,3.0
1054,44.0,66.0,9.0,3.0
937,71.0,81.0,8.0,3.0
640,29.0,77.0,5.0,3.0
636,59.0,72.0,5.0,4.0
646,42.0,82.0,5.0,3.0
460,3.0,85.0,3.0,3.0
657,8.0,97.0,5.0,3.0
477,47.0,10.0,4.0,3.0
