node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
11,91.0,11.0,0.0,3.0
46,84.0,51.0,0.0,3.0
70,86.0,71.0,0.0,3.0
88,3.0,81.0,0.0,3.0
143,76.0,18.0,1.0,3.0
153,23.0,27.0,1.0,3.0
154,53.0,27.0,1.0,3.0
200,6.0,47.0,1.0,1.0
216,69.0,63.0,1.0,3.0
282,40.0,95.0,1.0,3.0
305,9.0,7.0,2.0,3.0
337,4.0,28.0,2.0,3.0
360,67.0,38.0,2.0,3.0
386,58.0,51.0,2.0,3.0
397,45.0,59.0,2.0,1.0
416,26.0,65.0,2.0,3.0
448,78.0,85.0,2.0,3.0
562,89.0,91.0,3.0,3.0
590,32.0,16.0,4.0,3.0
611,91.0,34.0,4.0,3.0
670,60.0,80.0,4.0,3.0
721,61.0,3.0,5.0,1.0
734,66.0,17.0,5.0,3.0
856,41.0,2.0,6.0,3.0
2008,18.0,70.0,16.0,3.0
2167,22.0,92.0,17.0,3.0
2960,33.0,72.0,24.0,3.0
4091,47.0,7.0,35.0,3.0
4105,80.0,14.0,35.0,3.0
4279,5.0,63.0,36.0,3.0
4578,6.0,23.0,39.0,4.0
4783,35.0,0.0,41.0,1.0
5148,78.0,57.0,44.0,4.0
5763,98.0,1.0,50.0,1.0
6325,8.0,41.0,54.0,4.0
8241,81.0,11.0,71.0,4.0
8294,28.0,50.0,71.0,3.0
8321,25.0,77.0,71.0,1.0
8595,0.0,63.0,73.0,1.0
8979,92.0,87.0,76.0,3.0
9237,1.0,1.0,79.0,1.0
9250,62.0,8.0,79.0,4.0
9301,59.0,48.0,79.0,4.0
9450,87.0,81.0,80.0,4.0
10498,42.0,92.0,89.0,4.0
580,94.0,4.0,4.0,3.0
320,81.0,13.0,2.0,3.0
484,95.0,19.0,3.0,3.0
399,73.0,59.0,2.0,4.0
645,90.0,58.0,4.0,3.0
540,92.0,76.0,3.0,4.0
433,14.0,73.0,2.0,3.0
832,9.0,90.0,5.0,3.0
445,1.0,79.0,2.0,3.0
318,80.0,12.0,2.0,4.0
749,81.0,27.0,5.0,3.0
353,14.0,36.0,2.0,3.0
606,34.0,33.0,4.0,3.0
891,44.0,29.0,6.0,3.0
170,56.0,31.0,1.0,3.0
186,50.0,42.0,1.0,3.0
192,43.0,44.0,1.0,3.0
625,53.0,44.0,4.0,3.0
378,4.0,45.0,2.0,3.0
246,77.0,73.0,1.0,3.0
398,72.0,59.0,2.0,3.0
659,75.0,76.0,4.0,3.0
556,34.0,87.0,3.0,3.0
702,23.0,95.0,4.0,3.0
712,46.0,96.0,4.0,3.0
1077,1.0,0.0,8.0,1.0
722,13.0,4.0,5.0,3.0
313,9.0,10.0,2.0,3.0
1182,77.0,4.0,9.0,3.0
1417,84.0,16.0,11.0,3.0
729,2.0,13.0,5.0,3.0
600,8.0,28.0,4.0,3.0
502,62.0,36.0,3.0,3.0
1116,73.0,30.0,8.0,3.0
363,69.0,41.0,2.0,3.0
383,80.0,45.0,2.0,3.0
621,15.0,39.0,4.0,3.0
510,3.0,44.0,3.0,3.0
515,64.0,50.0,3.0,3.0
413,64.0,64.0,2.0,3.0
642,43.0,56.0,4.0,3.0
649,62.0,66.0,4.0,3.0
524,20.0,58.0,3.0,3.0
1146,34.0,70.0,8.0,3.0
439,17.0,75.0,2.0,3.0
650,4.0,67.0,4.0,3.0
1605,2.0,80.0,12.0,3.0
661,74.0,77.0,4.0,3.0
561,64.0,91.0,3.0,3.0
689,82.0,88.0,4.0,3.0
1414,96.0,13.0,11.0,3.0
1326,57.0,39.0,10.0,4.0
1119,0.0,33.0,8.0,3.0
792,70.0,56.0,5.0,3.0
641,20.0,56.0,4.0,3.0
534,10.0,69.0,3.0,3.0
920,97.0,72.0,6.0,3.0
563,90.0,91.0,3.0,4.0
682,26.0,86.0,4.0,3.0
698,64.0,92.0,4.0,4.0
1267,96.0,92.0,9.0,3.0
1527,96.0,7.0,12.0,3.0
595,22.0,22.0,4.0,4.0
1107,21.0,22.0,8.0,3.0
1201,10.0,25.0,9.0,4.0
608,36.0,33.0,4.0,3.0
888,43.0,28.0,6.0,3.0
775,83.0,43.0,5.0,3.0
635,56.0,51.0,4.0,3.0
1215,54.0,41.0,9.0,3.0
1787,56.0,55.0,14.0,4.0
780,27.0,48.0,5.0,3.0
1227,17.0,56.0,9.0,3.0
1022,39.0,50.0,7.0,4.0
911,44.0,57.0,6.0,3.0
648,86.0,61.0,4.0,3.0
1139,95.0,56.0,8.0,4.0
1036,83.0,63.0,7.0,3.0
1238,61.0,67.0,9.0,3.0
804,7.0,68.0,5.0,3.0
1151,75.0,75.0,8.0,3.0
1239,62.0,68.0,9.0,4.0
672,53.0,81.0,4.0,3.0
821,61.0,82.0,5.0,3.0
1366,49.0,80.0,10.0,4.0
816,21.0,80.0,5.0,4.0
691,84.0,88.0,4.0,3.0
1257,86.0,82.0,9.0,3.0
1501,71.0,95.0,11.0,3.0
943,24.0,92.0,6.0,3.0
843,47.0,95.0,5.0,3.0
860,62.0,4.0,6.0,3.0
1394,14.0,4.0,11.0,3.0
1093,2.0,15.0,8.0,3.0
878,58.0,20.0,6.0,3.0
739,68.0,18.0,5.0,3.0
1308,72.0,23.0,10.0,3.0
754,86.0,27.0,5.0,3.0
882,88.0,25.0,6.0,3.0
1446,82.0,44.0,11.0,3.0
1126,24.0,41.0,8.0,3.0
1577,72.0,55.0,12.0,3.0
1593,8.0,72.0,12.0,3.0
823,63.0,83.0,5.0,3.0
2026,63.0,84.0,16.0,3.0
1260,12.0,84.0,9.0,3.0
942,9.0,92.0,6.0,3.0
1074,54.0,96.0,7.0,3.0
978,51.0,12.0,7.0,3.0
858,32.0,4.0,6.0,3.0
1082,31.0,6.0,8.0,3.0
1083,66.0,6.0,8.0,3.0
1186,52.0,8.0,9.0,3.0
1192,39.0,20.0,9.0,3.0
1667,49.0,30.0,13.0,3.0
1788,56.0,56.0,14.0,4.0
1989,43.0,65.0,16.0,5.0
1171,7.0,94.0,8.0,3.0
989,57.0,19.0,7.0,3.0
1946,58.0,23.0,16.0,4.0
1132,32.0,51.0,8.0,3.0
1966,44.0,45.0,16.0,4.0
1924,54.0,95.0,15.0,3.0
1287,30.0,7.0,10.0,3.0
1198,10.0,24.0,9.0,3.0
1118,77.0,30.0,8.0,3.0
1960,81.0,37.0,16.0,3.0
1953,3.0,28.0,16.0,3.0
1327,20.0,40.0,10.0,3.0
1437,30.0,36.0,11.0,3.0
1974,30.0,53.0,16.0,3.0
1586,97.0,66.0,12.0,3.0
1226,95.0,55.0,9.0,3.0
1157,39.0,81.0,8.0,3.0
1352,34.0,69.0,10.0,3.0
1362,81.0,75.0,10.0,3.0
1370,40.0,83.0,10.0,3.0
1399,69.0,5.0,11.0,3.0
1279,81.0,3.0,10.0,3.0
1188,51.0,10.0,9.0,3.0
1510,48.0,3.0,12.0,3.0
1289,50.0,10.0,10.0,4.0
1300,19.0,20.0,10.0,3.0
1325,56.0,39.0,10.0,3.0
1965,45.0,44.0,16.0,5.0
1556,97.0,38.0,12.0,3.0
1988,22.0,63.0,16.0,3.0
1574,14.0,54.0,12.0,3.0
1708,69.0,72.0,13.0,3.0
1369,86.0,82.0,10.0,4.0
1378,12.0,84.0,10.0,4.0
1514,19.0,4.0,12.0,3.0
1423,40.0,19.0,11.0,3.0
1316,72.0,27.0,10.0,3.0
2362,68.0,29.0,19.0,3.0
1666,50.0,29.0,13.0,4.0
2232,61.0,39.0,18.0,3.0
2234,17.0,40.0,18.0,3.0
1601,24.0,75.0,12.0,3.0
1587,36.0,67.0,12.0,3.0
1892,81.0,66.0,15.0,3.0
1604,85.0,79.0,12.0,3.0
1486,49.0,80.0,11.0,4.0
1606,85.0,80.0,12.0,4.0
1825,94.0,86.0,14.0,4.0
1379,46.0,84.0,10.0,3.0
2734,34.0,84.0,22.0,3.0
1711,3.0,79.0,13.0,3.0
2188,4.0,4.0,18.0,3.0
1638,69.0,5.0,13.0,3.0
1531,95.0,8.0,12.0,4.0
1428,87.0,22.0,11.0,3.0
1537,83.0,15.0,12.0,3.0
2200,38.0,17.0,18.0,3.0
1850,90.0,22.0,15.0,3.0
1555,31.0,35.0,12.0,3.0
1962,82.0,38.0,16.0,4.0
2099,87.0,51.0,17.0,3.0
1505,75.0,95.0,11.0,3.0
1926,68.0,95.0,15.0,3.0
1626,77.0,94.0,12.0,3.0
1934,48.0,3.0,16.0,3.0
1517,16.0,5.0,12.0,3.0
1751,19.0,16.0,14.0,3.0
2547,98.0,2.0,21.0,3.0
1740,85.0,7.0,14.0,4.0
1942,76.0,18.0,16.0,3.0
1861,29.0,31.0,15.0,3.0
2809,38.0,38.0,23.0,3.0
1785,7.0,54.0,14.0,3.0
1978,67.0,55.0,16.0,3.0
1999,96.0,66.0,16.0,3.0
1991,43.0,66.0,16.0,5.0
2277,88.0,75.0,18.0,3.0
1622,0.0,88.0,12.0,3.0
2300,80.0,86.0,18.0,3.0
1948,58.0,24.0,16.0,4.0
2473,47.0,28.0,20.0,3.0
1808,69.0,72.0,14.0,4.0
1902,4.0,76.0,15.0,3.0
2650,86.0,7.0,22.0,3.0
2349,19.0,16.0,19.0,3.0
1874,5.0,52.0,15.0,4.0
1790,58.0,58.0,14.0,3.0
1796,56.0,62.0,14.0,3.0
2105,66.0,56.0,17.0,3.0
1898,68.0,73.0,15.0,3.0
2140,97.0,82.0,17.0,3.0
2859,86.0,89.0,23.0,3.0
2202,96.0,18.0,18.0,3.0
2912,88.0,30.0,24.0,3.0
2077,29.0,30.0,17.0,3.0
1971,5.0,52.0,16.0,4.0
2114,81.0,65.0,17.0,3.0
2419,74.0,82.0,19.0,4.0
3199,4.0,74.0,26.0,4.0
2025,52.0,84.0,16.0,3.0
2171,55.0,96.0,17.0,3.0
3112,63.0,3.0,26.0,3.0
2201,75.0,17.0,18.0,3.0
2459,57.0,16.0,20.0,4.0
2472,66.0,27.0,20.0,3.0
2070,7.0,27.0,17.0,3.0
2915,3.0,37.0,24.0,3.0
2801,88.0,31.0,23.0,3.0
2088,45.0,44.0,17.0,4.0
2097,5.0,51.0,17.0,3.0
1986,29.0,61.0,16.0,3.0
2596,29.0,51.0,21.0,3.0
2928,62.0,43.0,24.0,3.0
2257,27.0,62.0,18.0,3.0
2118,48.0,67.0,17.0,3.0
2610,98.0,65.0,21.0,3.0
2258,20.0,64.0,18.0,3.0
2126,14.0,70.0,17.0,3.0
2014,21.0,73.0,16.0,3.0
2128,22.0,74.0,17.0,3.0
2139,62.0,82.0,17.0,3.0
2301,66.0,87.0,18.0,3.0
2209,8.0,27.0,18.0,3.0
2594,53.0,49.0,21.0,3.0
2599,2.0,52.0,21.0,1.0
2391,86.0,51.0,19.0,3.0
2947,70.0,61.0,24.0,3.0
2611,72.0,66.0,21.0,3.0
2511,84.0,66.0,20.0,3.0
2120,50.0,67.0,17.0,3.0
2959,55.0,71.0,24.0,3.0
2141,15.0,83.0,17.0,4.0
2413,63.0,76.0,19.0,3.0
2142,53.0,83.0,17.0,3.0
2294,15.0,84.0,18.0,3.0
2534,17.0,95.0,20.0,3.0
2168,24.0,93.0,17.0,4.0
2180,37.0,98.0,17.0,3.0
2437,57.0,96.0,19.0,3.0
2746,40.0,96.0,22.0,3.0
2339,2.0,9.0,19.0,3.0
2340,34.0,9.0,19.0,3.0
2667,42.0,22.0,22.0,3.0
2451,67.0,10.0,20.0,3.0
2466,76.0,19.0,20.0,3.0
2659,97.0,18.0,22.0,3.0
2478,18.0,34.0,20.0,3.0
2790,10.0,23.0,23.0,4.0
2689,60.0,41.0,22.0,3.0
2240,20.0,46.0,18.0,3.0
2485,16.0,38.0,20.0,3.0
2950,12.0,63.0,24.0,3.0
2523,97.0,80.0,20.0,3.0
2420,75.0,82.0,19.0,4.0
2428,82.0,89.0,19.0,3.0
2448,35.0,8.0,20.0,3.0
2785,10.0,22.0,23.0,4.0
2891,24.0,13.0,24.0,4.0
2369,69.0,32.0,19.0,3.0
2474,67.0,28.0,20.0,3.0
2584,75.0,37.0,21.0,3.0
2702,86.0,52.0,22.0,3.0
2521,62.0,75.0,20.0,3.0
2528,68.0,85.0,20.0,3.0
3203,78.0,76.0,26.0,3.0
2860,85.0,90.0,23.0,3.0
3473,58.0,96.0,28.0,3.0
2880,40.0,4.0,24.0,3.0
2771,26.0,11.0,23.0,3.0
2653,65.0,9.0,22.0,3.0
3128,50.0,18.0,26.0,3.0
2780,81.0,19.0,23.0,3.0
2791,43.0,23.0,23.0,3.0
3140,52.0,33.0,26.0,3.0
2909,70.0,25.0,24.0,3.0
2580,17.0,36.0,21.0,3.0
2516,86.0,68.0,20.0,3.0
2826,85.0,53.0,23.0,3.0
2841,86.0,71.0,23.0,3.0
3073,56.0,71.0,25.0,4.0
2728,98.0,79.0,22.0,3.0
3559,67.0,85.0,29.0,3.0
2994,15.0,96.0,24.0,3.0
2881,86.0,4.0,24.0,3.0
3379,20.0,34.0,28.0,3.0
3147,74.0,38.0,26.0,3.0
2694,27.0,49.0,22.0,3.0
2706,37.0,54.0,22.0,3.0
2836,71.0,65.0,23.0,3.0
2883,85.0,5.0,24.0,3.0
3119,91.0,12.0,26.0,3.0
3027,35.0,24.0,25.0,3.0
2817,61.0,43.0,23.0,3.0
2822,26.0,48.0,23.0,3.0
3290,95.0,54.0,27.0,3.0
3170,40.0,58.0,26.0,3.0
3186,98.0,69.0,26.0,3.0
2736,33.0,86.0,22.0,3.0
2739,34.0,87.0,22.0,3.0
2988,35.0,89.0,24.0,3.0
2748,42.0,96.0,22.0,3.0
3002,22.0,4.0,25.0,3.0
2892,25.0,13.0,24.0,4.0
3013,3.0,15.0,25.0,3.0
3127,49.0,18.0,26.0,3.0
2808,93.0,36.0,23.0,3.0
2813,41.0,39.0,23.0,3.0
3387,33.0,41.0,28.0,4.0
2934,54.0,48.0,24.0,3.0
3386,32.0,41.0,28.0,4.0
3627,22.0,52.0,30.0,3.0
3287,80.0,52.0,27.0,3.0
3062,69.0,62.0,25.0,3.0
3543,72.0,72.0,29.0,3.0
3197,86.0,73.0,26.0,3.0
3551,86.0,79.0,29.0,4.0
2990,85.0,91.0,24.0,3.0
3990,20.0,16.0,34.0,3.0
3135,34.0,24.0,26.0,3.0
3707,72.0,24.0,31.0,3.0
3138,87.0,28.0,26.0,4.0
4012,1.0,35.0,34.0,3.0
3044,8.0,40.0,25.0,3.0
3282,52.0,50.0,27.0,3.0
2955,12.0,66.0,24.0,3.0
3058,11.0,60.0,25.0,3.0
3065,12.0,67.0,25.0,3.0
3091,53.0,81.0,25.0,3.0
3074,36.0,72.0,25.0,3.0
2971,28.0,75.0,24.0,3.0
3416,31.0,65.0,28.0,3.0
2974,26.0,76.0,24.0,3.0
3433,23.0,75.0,28.0,3.0
3226,92.0,96.0,26.0,3.0
3334,7.0,88.0,27.0,3.0
3968,20.0,96.0,33.0,3.0
3356,21.0,2.0,28.0,3.0
3237,2.0,14.0,27.0,3.0
3265,10.0,41.0,27.0,3.0
3293,12.0,59.0,27.0,3.0
3296,66.0,62.0,27.0,3.0
3196,4.0,73.0,26.0,4.0
3188,55.0,70.0,26.0,3.0
3857,41.0,74.0,32.0,3.0
3330,51.0,83.0,27.0,3.0
3233,64.0,5.0,27.0,3.0
3241,85.0,16.0,27.0,3.0
3123,93.0,13.0,26.0,3.0
3493,96.0,10.0,29.0,3.0
3982,46.0,9.0,34.0,4.0
4004,32.0,24.0,34.0,3.0
4008,78.0,30.0,34.0,3.0
3901,93.0,25.0,33.0,3.0
3254,54.0,33.0,27.0,3.0
3514,49.0,36.0,29.0,3.0
3268,73.0,41.0,27.0,3.0
3407,40.0,58.0,28.0,3.0
3312,97.0,69.0,27.0,4.0
3458,8.0,83.0,28.0,3.0
3323,85.0,76.0,27.0,3.0
3646,73.0,72.0,30.0,3.0
3471,95.0,95.0,28.0,3.0
3490,65.0,4.0,29.0,3.0
3375,58.0,28.0,28.0,3.0
3270,65.0,42.0,27.0,3.0
4355,66.0,41.0,37.0,4.0
3625,54.0,49.0,30.0,3.0
3623,78.0,46.0,30.0,3.0
3291,78.0,55.0,27.0,3.0
3401,96.0,53.0,28.0,3.0
4160,4.0,65.0,35.0,3.0
3304,55.0,69.0,27.0,3.0
3427,86.0,71.0,28.0,3.0
3437,86.0,78.0,28.0,3.0
3553,43.0,81.0,29.0,3.0
3960,54.0,88.0,33.0,3.0
3557,9.0,84.0,29.0,3.0
3336,4.0,89.0,27.0,3.0
4545,6.0,97.0,38.0,3.0
3689,8.0,3.0,31.0,3.0
3811,57.0,24.0,32.0,4.0
3705,14.0,24.0,31.0,4.0
3722,27.0,35.0,31.0,3.0
4605,38.0,45.0,39.0,3.0
3517,97.0,40.0,29.0,3.0
3747,42.0,55.0,31.0,4.0
3753,31.0,63.0,31.0,3.0
3940,86.0,70.0,33.0,3.0
3758,19.0,70.0,31.0,3.0
4057,25.0,79.0,34.0,3.0
3556,96.0,81.0,29.0,3.0
3962,79.0,93.0,33.0,3.0
3570,57.0,95.0,29.0,3.0
3688,74.0,2.0,31.0,3.0
3883,62.0,5.0,33.0,3.0
4324,96.0,8.0,37.0,3.0
3616,49.0,36.0,30.0,3.0
3826,95.0,40.0,32.0,3.0
3651,68.0,77.0,30.0,3.0
3943,40.0,75.0,33.0,3.0
4068,96.0,84.0,34.0,3.0
3870,55.0,89.0,32.0,3.0
3574,44.0,98.0,29.0,3.0
4429,38.0,97.0,37.0,3.0
4250,51.0,43.0,36.0,3.0
3919,79.0,44.0,33.0,3.0
4251,52.0,43.0,36.0,4.0
3844,63.0,57.0,32.0,4.0
3740,16.0,53.0,31.0,3.0
3768,68.0,78.0,31.0,3.0
3694,79.0,5.0,31.0,3.0
3794,7.0,4.0,32.0,3.0
3807,14.0,23.0,32.0,3.0
3894,71.0,22.0,33.0,3.0
3906,77.0,30.0,33.0,3.0
3823,24.0,35.0,32.0,3.0
4119,33.0,25.0,35.0,3.0
4143,10.0,44.0,35.0,3.0
3746,15.0,55.0,31.0,3.0
4625,48.0,64.0,39.0,3.0
3933,29.0,62.0,33.0,3.0
3774,69.0,83.0,31.0,3.0
4174,63.0,76.0,35.0,3.0
4308,76.0,89.0,36.0,4.0
3884,9.0,6.0,33.0,3.0
3989,19.0,16.0,34.0,3.0
4579,7.0,23.0,39.0,4.0
4351,49.0,30.0,37.0,3.0
4938,21.0,37.0,42.0,3.0
4140,90.0,42.0,35.0,3.0
4860,60.0,58.0,41.0,3.0
4048,48.0,68.0,34.0,3.0
4325,12.0,9.0,37.0,3.0
4230,61.0,22.0,36.0,4.0
4346,92.0,24.0,37.0,3.0
4356,84.0,41.0,37.0,3.0
4034,27.0,61.0,34.0,3.0
4286,81.0,67.0,36.0,3.0
4054,40.0,76.0,34.0,3.0
4189,54.0,87.0,35.0,3.0
4309,76.0,90.0,36.0,4.0
4096,46.0,8.0,35.0,3.0
4326,13.0,9.0,37.0,4.0
4337,25.0,18.0,37.0,3.0
4468,79.0,31.0,38.0,4.0
4253,5.0,44.0,36.0,3.0
4049,20.0,69.0,34.0,4.0
4274,25.0,57.0,36.0,3.0
4511,48.0,65.0,38.0,3.0
4171,20.0,70.0,35.0,3.0
4404,34.0,72.0,37.0,3.0
5072,42.0,83.0,43.0,3.0
4058,24.0,80.0,34.0,3.0
4065,11.0,82.0,34.0,3.0
4191,28.0,88.0,35.0,3.0
4178,11.0,81.0,35.0,4.0
4538,96.0,83.0,38.0,4.0
4319,56.0,3.0,37.0,3.0
4213,44.0,8.0,36.0,3.0
4211,79.0,7.0,36.0,3.0
4108,83.0,15.0,35.0,3.0
4452,74.0,17.0,38.0,3.0
4574,87.0,18.0,39.0,3.0
4347,35.0,26.0,37.0,3.0
4151,95.0,53.0,35.0,3.0
4373,96.0,55.0,37.0,3.0
4280,4.0,64.0,36.0,3.0
4529,27.0,76.0,38.0,3.0
4639,62.0,77.0,39.0,3.0
4633,15.0,70.0,39.0,4.0
5074,11.0,85.0,43.0,3.0
5085,52.0,89.0,43.0,3.0
4424,29.0,90.0,37.0,3.0
4553,80.0,3.0,39.0,4.0
4807,31.0,13.0,41.0,3.0
4695,58.0,16.0,40.0,3.0
5113,64.0,27.0,44.0,3.0
4722,59.0,42.0,40.0,3.0
4359,9.0,43.0,37.0,3.0
4733,26.0,54.0,40.0,3.0
4621,4.0,59.0,39.0,3.0
5573,2.0,64.0,48.0,3.0
4400,79.0,69.0,37.0,3.0
4382,80.0,61.0,37.0,3.0
4419,82.0,82.0,37.0,4.0
5737,73.0,91.0,49.0,3.0
4556,92.0,3.0,39.0,3.0
4558,19.0,5.0,39.0,3.0
4815,27.0,15.0,41.0,3.0
4454,88.0,18.0,38.0,3.0
4706,94.0,27.0,40.0,3.0
5533,33.0,31.0,48.0,3.0
4467,48.0,30.0,38.0,4.0
4724,60.0,43.0,40.0,3.0
4495,71.0,47.0,38.0,3.0
4358,86.0,42.0,37.0,3.0
4594,80.0,31.0,39.0,3.0
5448,89.0,44.0,47.0,3.0
4945,11.0,40.0,42.0,3.0
4392,96.0,64.0,37.0,3.0
5051,90.0,54.0,43.0,3.0
5149,79.0,57.0,44.0,4.0
4743,96.0,68.0,40.0,3.0
4519,34.0,70.0,38.0,3.0
4534,82.0,81.0,38.0,3.0
4660,31.0,91.0,39.0,3.0
5093,43.0,98.0,43.0,3.0
4912,95.0,11.0,42.0,3.0
4826,40.0,25.0,41.0,3.0
5034,71.0,33.0,43.0,3.0
4610,73.0,47.0,39.0,3.0
5366,40.0,65.0,46.0,3.0
4753,29.0,74.0,40.0,3.0
4983,79.0,75.0,42.0,3.0
4878,89.0,84.0,41.0,3.0
5090,97.0,96.0,43.0,3.0
4890,13.0,96.0,41.0,4.0
4793,90.0,3.0,41.0,3.0
5310,83.0,19.0,46.0,3.0
4818,3.0,16.0,41.0,3.0
4586,1.0,28.0,39.0,3.0
5666,10.0,25.0,49.0,3.0
5536,3.0,34.0,48.0,3.0
4609,36.0,47.0,39.0,3.0
4949,41.0,43.0,42.0,3.0
4849,33.0,48.0,41.0,3.0
4858,8.0,57.0,41.0,3.0
4862,48.0,63.0,41.0,3.0
4865,13.0,69.0,41.0,3.0
5571,18.0,63.0,48.0,3.0
4761,60.0,78.0,40.0,3.0
4662,33.0,92.0,39.0,3.0
5183,27.0,91.0,44.0,3.0
4799,66.0,11.0,41.0,4.0
4919,55.0,15.0,42.0,3.0
4828,95.0,27.0,41.0,3.0
5323,86.0,27.0,46.0,4.0
5691,20.0,56.0,49.0,3.0
4976,96.0,70.0,42.0,3.0
5590,27.0,74.0,48.0,3.0
5069,55.0,75.0,43.0,3.0
4794,42.0,4.0,41.0,3.0
5515,43.0,5.0,48.0,3.0
4913,69.0,12.0,42.0,3.0
5772,62.0,4.0,50.0,3.0
4810,28.0,14.0,41.0,4.0
5105,34.0,14.0,44.0,3.0
4899,20.0,4.0,42.0,3.0
5791,23.0,18.0,50.0,3.0
5101,7.0,11.0,44.0,3.0
4839,97.0,33.0,41.0,3.0
5542,97.0,36.0,48.0,3.0
4854,29.0,53.0,41.0,3.0
5345,30.0,43.0,46.0,3.0
4959,9.0,57.0,42.0,3.0
5151,56.0,58.0,44.0,4.0
5155,55.0,59.0,44.0,3.0
5256,41.0,64.0,45.0,3.0
5604,88.0,84.0,48.0,3.0
5180,12.0,86.0,44.0,3.0
5498,19.0,99.0,47.0,3.0
5290,22.0,3.0,46.0,3.0
5519,96.0,14.0,48.0,3.0
5098,76.0,4.0,44.0,3.0
5023,73.0,16.0,43.0,3.0
5520,53.0,16.0,48.0,3.0
5344,29.0,42.0,46.0,3.0
5039,20.0,37.0,43.0,3.0
4951,43.0,43.0,42.0,3.0
5956,49.0,44.0,51.0,3.0
5836,19.0,55.0,50.0,3.0
5857,92.0,71.0,50.0,3.0
5171,79.0,75.0,44.0,3.0
5720,53.0,75.0,49.0,3.0
5272,41.0,84.0,45.0,3.0
5378,4.0,80.0,46.0,3.0
5174,43.0,83.0,44.0,4.0
5280,96.0,96.0,45.0,3.0
5611,52.0,93.0,48.0,3.0
6027,35.0,98.0,51.0,3.0
5289,75.0,2.0,46.0,3.0
