node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
3,99.0,1.0,0.0,1.0
9,99.0,8.0,0.0,1.0
48,13.0,4.0,1.0,3.0
67,37.0,13.0,1.0,3.0
77,20.0,20.0,1.0,3.0
170,98.0,97.0,1.0,1.0
192,47.0,7.0,2.0,3.0
214,64.0,22.0,2.0,3.0
220,49.0,24.0,2.0,3.0
242,85.0,34.0,2.0,3.0
266,42.0,50.0,2.0,3.0
282,80.0,57.0,2.0,3.0
298,20.0,65.0,2.0,3.0
328,85.0,85.0,2.0,3.0
344,7.0,93.0,2.0,1.0
397,27.0,41.0,3.0,3.0
505,62.0,64.0,4.0,3.0
596,83.0,94.0,5.0,1.0
725,70.0,11.0,7.0,3.0
831,94.0,20.0,8.0,3.0
864,10.0,44.0,8.0,3.0
1371,18.0,10.0,14.0,3.0
1624,49.0,31.0,17.0,1.0
1738,60.0,57.0,18.0,1.0
1770,1.0,1.0,19.0,1.0
1824,7.0,43.0,19.0,3.0
3306,77.0,44.0,36.0,4.0
3846,8.0,54.0,42.0,3.0
3850,26.0,58.0,42.0,1.0
4238,96.0,57.0,47.0,1.0
4274,85.0,6.0,48.0,4.0
4535,0.0,1.0,51.0,1.0
5444,89.0,56.0,61.0,3.0
6418,67.0,52.0,73.0,3.0
6843,97.0,97.0,77.0,1.0
7457,90.0,36.0,85.0,3.0
7554,36.0,38.0,86.0,5.0
7942,88.0,32.0,90.0,3.0
607,97.0,1.0,6.0,3.0
10,99.0,9.0,0.0,1.0
56,11.0,6.0,1.0,3.0
370,47.0,8.0,3.0,3.0
374,29.0,11.0,3.0,3.0
472,12.0,10.0,4.0,3.0
956,15.0,27.0,9.0,3.0
533,43.0,2.0,5.0,3.0
363,52.0,3.0,3.0,3.0
382,40.0,24.0,3.0,3.0
240,53.0,30.0,2.0,3.0
961,53.0,36.0,9.0,3.0
636,79.0,25.0,6.0,3.0
561,89.0,35.0,5.0,3.0
250,69.0,41.0,2.0,3.0
254,68.0,42.0,2.0,3.0
576,32.0,59.0,5.0,3.0
872,52.0,48.0,8.0,3.0
575,95.0,54.0,5.0,3.0
404,79.0,51.0,3.0,3.0
504,31.0,60.0,4.0,3.0
1073,16.0,73.0,10.0,3.0
431,78.0,74.0,3.0,3.0
892,97.0,76.0,8.0,3.0
694,84.0,92.0,6.0,4.0
450,9.0,90.0,3.0,3.0
364,63.0,3.0,3.0,3.0
1439,55.0,2.0,15.0,3.0
365,75.0,3.0,3.0,3.0
813,65.0,7.0,8.0,3.0
464,78.0,2.0,4.0,3.0
925,50.0,14.0,9.0,3.0
474,28.0,12.0,4.0,3.0
843,38.0,25.0,8.0,3.0
490,30.0,38.0,4.0,3.0
675,78.0,70.0,6.0,3.0
589,64.0,89.0,5.0,3.0
1076,2.0,75.0,10.0,3.0
692,11.0,90.0,6.0,3.0
1013,82.0,3.0,10.0,3.0
476,28.0,14.0,4.0,3.0
821,29.0,11.0,8.0,3.0
560,31.0,35.0,5.0,3.0
668,58.0,51.0,6.0,3.0
584,51.0,76.0,5.0,3.0
1444,48.0,3.0,15.0,3.0
667,95.0,50.0,6.0,3.0
1055,27.0,49.0,10.0,3.0
587,28.0,85.0,5.0,3.0
780,51.0,76.0,7.0,3.0
597,22.0,97.0,5.0,3.0
785,29.0,86.0,7.0,3.0
591,61.0,90.0,5.0,3.0
695,84.0,93.0,6.0,4.0
717,90.0,5.0,7.0,4.0
642,69.0,31.0,6.0,3.0
752,68.0,33.0,7.0,3.0
758,88.0,42.0,7.0,3.0
1066,78.0,70.0,10.0,3.0
1346,12.0,95.0,13.0,3.0
1088,83.0,92.0,10.0,3.0
797,96.0,97.0,7.0,3.0
734,81.0,22.0,7.0,3.0
815,72.0,8.0,8.0,3.0
959,68.0,33.0,9.0,3.0
1394,84.0,43.0,14.0,3.0
1412,44.0,63.0,14.0,3.0
1173,54.0,81.0,11.0,3.0
1180,36.0,95.0,11.0,3.0
822,67.0,11.0,8.0,3.0
1285,63.0,2.0,13.0,3.0
1520,35.0,5.0,16.0,3.0
926,65.0,14.0,9.0,3.0
1107,95.0,9.0,11.0,3.0
952,95.0,24.0,9.0,3.0
1032,84.0,20.0,10.0,3.0
852,33.0,28.0,8.0,3.0
1037,29.0,25.0,10.0,3.0
1117,6.0,18.0,11.0,3.0
1049,11.0,40.0,10.0,3.0
969,9.0,46.0,9.0,3.0
1048,52.0,37.0,10.0,3.0
973,55.0,51.0,9.0,3.0
930,51.0,16.0,9.0,3.0
1110,49.0,12.0,11.0,3.0
1116,62.0,17.0,11.0,3.0
2003,96.0,26.0,21.0,3.0
1029,7.0,18.0,10.0,3.0
1038,15.0,28.0,10.0,3.0
1711,73.0,36.0,18.0,3.0
1221,66.0,29.0,12.0,3.0
1234,56.0,54.0,12.0,3.0
1521,76.0,5.0,16.0,3.0
1105,85.0,7.0,11.0,3.0
1111,11.0,13.0,11.0,3.0
1534,84.0,16.0,16.0,3.0
1387,25.0,27.0,14.0,3.0
1386,24.0,26.0,14.0,4.0
1390,50.0,36.0,14.0,3.0
1226,11.0,38.0,12.0,3.0
1232,27.0,49.0,12.0,3.0
1241,89.0,67.0,12.0,3.0
1335,75.0,70.0,13.0,3.0
1170,21.0,79.0,11.0,3.0
1336,13.0,71.0,13.0,3.0
1263,72.0,93.0,12.0,3.0
2240,87.0,91.0,23.0,4.0
1459,85.0,11.0,15.0,3.0
1704,43.0,19.0,18.0,4.0
1999,3.0,21.0,21.0,3.0
1338,24.0,80.0,13.0,3.0
1492,54.0,81.0,15.0,3.0
1348,38.0,96.0,13.0,3.0
1463,63.0,19.0,15.0,3.0
1721,36.0,43.0,18.0,4.0
1558,22.0,52.0,16.0,3.0
1650,59.0,53.0,17.0,3.0
1413,90.0,63.0,14.0,3.0
1345,70.0,94.0,13.0,3.0
1490,74.0,71.0,15.0,3.0
1750,11.0,69.0,18.0,3.0
1491,26.0,80.0,15.0,3.0
2054,68.0,95.0,21.0,3.0
1593,10.0,94.0,16.0,3.0
1443,18.0,3.0,15.0,3.0
1452,13.0,11.0,15.0,3.0
1458,20.0,11.0,15.0,3.0
2098,28.0,32.0,22.0,3.0
1392,40.0,39.0,14.0,3.0
1719,36.0,42.0,18.0,4.0
1720,83.0,42.0,18.0,3.0
1486,37.0,66.0,15.0,3.0
1560,46.0,60.0,16.0,3.0
1518,58.0,3.0,16.0,4.0
1519,50.0,4.0,16.0,4.0
1513,49.0,3.0,16.0,3.0
1977,9.0,5.0,21.0,3.0
1993,22.0,17.0,21.0,4.0
1522,92.0,6.0,16.0,3.0
1796,64.0,19.0,19.0,3.0
2131,32.0,70.0,22.0,3.0
1564,70.0,69.0,16.0,3.0
2042,78.0,77.0,21.0,3.0
2225,32.0,71.0,23.0,3.0
1504,38.0,95.0,15.0,3.0
2056,36.0,96.0,21.0,3.0
2267,49.0,3.0,24.0,3.0
1991,64.0,16.0,21.0,3.0
1610,35.0,6.0,17.0,3.0
1783,76.0,7.0,19.0,3.0
1690,93.0,4.0,18.0,3.0
1615,84.0,13.0,17.0,3.0
2087,83.0,21.0,22.0,3.0
1736,21.0,54.0,18.0,3.0
2482,41.0,53.0,26.0,3.0
1670,55.0,79.0,17.0,3.0
2047,22.0,85.0,21.0,3.0
1966,3.0,95.0,20.0,3.0
